,user,task,query,is_generation
341,42387deceb25d7486993e2a2d58e14ea,task1-1,pair characters in `characters` and numbers in `numbers`,1
342,42387deceb25d7486993e2a2d58e14ea,task2-1,delete a column in csv,1
343,42387deceb25d7486993e2a2d58e14ea,task2-1,headers in a dataframe,0
344,42387deceb25d7486993e2a2d58e14ea,task2-1,save dataframe to csv,1
345,42387deceb25d7486993e2a2d58e14ea,task3-1,copy files and directories under `data` directory,0
346,42387deceb25d7486993e2a2d58e14ea,task7-1,reformat date,1
347,27570bb3cfcc304aeede0cdf6c2e2762,task1-1,"create list ""a_list""",1
348,27570bb3cfcc304aeede0cdf6c2e2762,task1-1,create dictionary,1
349,27570bb3cfcc304aeede0cdf6c2e2762,task1-1,generate random number,1
350,27570bb3cfcc304aeede0cdf6c2e2762,task1-1,generate random number,1
351,27570bb3cfcc304aeede0cdf6c2e2762,task1-1,generate random ,0
352,27570bb3cfcc304aeede0cdf6c2e2762,task1-1,sort list,0
353,27570bb3cfcc304aeede0cdf6c2e2762,task2-1,"copy column from ""data.csv"" file to another ""output.csv""",1
354,27570bb3cfcc304aeede0cdf6c2e2762,task2-1,"copy column from ""data.csv"" to ""output.csv""",0
355,27570bb3cfcc304aeede0cdf6c2e2762,task2-1,create 'output.csv' csv file,0
356,27570bb3cfcc304aeede0cdf6c2e2762,task2-1,write to csv file,1
357,27570bb3cfcc304aeede0cdf6c2e2762,task2-1,new line,1
358,27570bb3cfcc304aeede0cdf6c2e2762,task2-1,delete column from csv file,0
359,27570bb3cfcc304aeede0cdf6c2e2762,task2-1,read csv file using pandas,1
360,27570bb3cfcc304aeede0cdf6c2e2762,task2-1,delete column from csv ,0
361,27570bb3cfcc304aeede0cdf6c2e2762,task3-1,get the files that inside the folders,0
362,27570bb3cfcc304aeede0cdf6c2e2762,task3-1,get all files and folders ,0
363,27570bb3cfcc304aeede0cdf6c2e2762,task3-1,check if string has specific pattern,1
364,27570bb3cfcc304aeede0cdf6c2e2762,task3-1,regex dd-mm-yy,1
365,27570bb3cfcc304aeede0cdf6c2e2762,task3-1,regex for date,0
366,27570bb3cfcc304aeede0cdf6c2e2762,task3-1,replace pattern in string,0
367,27570bb3cfcc304aeede0cdf6c2e2762,task3-1,datetime to string,0
368,27570bb3cfcc304aeede0cdf6c2e2762,task3-1,copy files,0
369,27570bb3cfcc304aeede0cdf6c2e2762,task3-1,create folder,0
370,27570bb3cfcc304aeede0cdf6c2e2762,task3-1,create file,0
371,27570bb3cfcc304aeede0cdf6c2e2762,task3-1,rename file,0
372,27570bb3cfcc304aeede0cdf6c2e2762,task3-1,write to file,0
373,27570bb3cfcc304aeede0cdf6c2e2762,task6-1,read csv,1
374,27570bb3cfcc304aeede0cdf6c2e2762,task6-1,import pandas,0
375,27570bb3cfcc304aeede0cdf6c2e2762,task6-1,find unique data from csv,0
376,27570bb3cfcc304aeede0cdf6c2e2762,task6-1,group of data  from csv,0
377,27570bb3cfcc304aeede0cdf6c2e2762,task6-1,get average value from group of data in csv,0
378,27570bb3cfcc304aeede0cdf6c2e2762,task6-1,standard deviation from group of data in csv,0
379,27570bb3cfcc304aeede0cdf6c2e2762,task6-1,newline space,1
380,27570bb3cfcc304aeede0cdf6c2e2762,task6-1,floating data in csv group in digit,0
381,27570bb3cfcc304aeede0cdf6c2e2762,task6-1,remove repeated column in csv file,0
382,27570bb3cfcc304aeede0cdf6c2e2762,task6-1,findall,1
383,203a872af9b348b6ae1c59fbacd59e72,task1-1,generate 100 random lower-cased leters,1
384,203a872af9b348b6ae1c59fbacd59e72,task1-1,generate random lower case letters,0
385,203a872af9b348b6ae1c59fbacd59e72,task1-1,generate 100 integers (1-20 inclusive).,0
386,203a872af9b348b6ae1c59fbacd59e72,task1-1,generate random numbers between 1-20 inclusive,1
387,203a872af9b348b6ae1c59fbacd59e72,task1-1,"Given list `letters` and `integers`, create a dicitonary such that the values in `letters` are keys and values in `integers` are values",1
388,203a872af9b348b6ae1c59fbacd59e72,task1-1,print `dic` sorted by keys,0
389,203a872af9b348b6ae1c59fbacd59e72,task2-1,open a csv file `data.csv` and read the data,1
390,203a872af9b348b6ae1c59fbacd59e72,task2-1,delete first row from dataframe `df`,1
391,203a872af9b348b6ae1c59fbacd59e72,task2-1,delete first and last row from the dataframe `df`,1
392,203a872af9b348b6ae1c59fbacd59e72,task2-1,save `df` to a file `output.csv` in a new directory `example_output`,0
393,203a872af9b348b6ae1c59fbacd59e72,task3-1,copy all files and directories from one folder to another,0
394,203a872af9b348b6ae1c59fbacd59e72,task4-1,go to a url,0
395,203a872af9b348b6ae1c59fbacd59e72,task4-1,visit the url `url`,1
396,203a872af9b348b6ae1c59fbacd59e72,task4-1,parse all hyperlinks from `r` using bs4,0
397,203a872af9b348b6ae1c59fbacd59e72,task4-1,visit the given url `url` and extract all hrefs from there,0
398,203a872af9b348b6ae1c59fbacd59e72,task4-1,visit `url` and extract hrefs using bs4,0
399,203a872af9b348b6ae1c59fbacd59e72,task4-1,find all hrefs from `soup`,0
400,203a872af9b348b6ae1c59fbacd59e72,task4-1,find all bold text from html `soup`,0
401,203a872af9b348b6ae1c59fbacd59e72,task4-1,find all red colored text from html `soup`,0
402,0e4f69ae91114adaaf29c8ce2c981057,task1-1,generate 100 random lowercase letters,0
403,0e4f69ae91114adaaf29c8ce2c981057,task1-1,generate 100 random numbers,1
404,0e4f69ae91114adaaf29c8ce2c981057,task1-1,generate 100 random numbers,1
405,0e4f69ae91114adaaf29c8ce2c981057,task1-1,generate 100 random numbers from 1 to 20,1
406,0e4f69ae91114adaaf29c8ce2c981057,task1-1,create a dictionary with keys `random_letters` and values `random_numbers`,1
407,0e4f69ae91114adaaf29c8ce2c981057,task1-1,print `dic` sorted by keys,1
408,0e4f69ae91114adaaf29c8ce2c981057,task1-1,print `dic` keys sorted,1
409,0e4f69ae91114adaaf29c8ce2c981057,task1-1,print `dic` keys on each line,1
410,0e4f69ae91114adaaf29c8ce2c981057,task2-1,"read ""data.csv"" file",1
411,0e4f69ae91114adaaf29c8ce2c981057,task2-1,"read csv file ""data.csv""",1
412,0e4f69ae91114adaaf29c8ce2c981057,task2-1,delete first and last column of `df`,0
413,0e4f69ae91114adaaf29c8ce2c981057,task2-1,"write output to csv file ""output.csv""",1
414,0e4f69ae91114adaaf29c8ce2c981057,task2-1,write `output` to csv file,1
415,0e4f69ae91114adaaf29c8ce2c981057,task3-1,"search for pattern ""%d%d-%d%d"" in `file`",1
416,0e4f69ae91114adaaf29c8ce2c981057,task3-1,copy file from `src_path` to `dest_path`,1
417,0e4f69ae91114adaaf29c8ce2c981057,task3-1,check if `file` is a directory,1
418,0e4f69ae91114adaaf29c8ce2c981057,task6-1,"write `final_data` to csv file ""price.csv""",1
419,32a93c18dfe238311ad0b9add6a071d6,task1-2,import datetime,0
420,32a93c18dfe238311ad0b9add6a071d6,task1-2,get date 7 days from today,0
421,32a93c18dfe238311ad0b9add6a071d6,task1-2,change date format,1
422,32a93c18dfe238311ad0b9add6a071d6,task2-2,remove header,1
423,32a93c18dfe238311ad0b9add6a071d6,task6-2,run 5-fold accuracy,0
424,32a93c18dfe238311ad0b9add6a071d6,task7-2,get height of bars in subplot bar gaphs,0
425,32a93c18dfe238311ad0b9add6a071d6,task7-2,get labels above bars in subplots,0
426,0a13493c5f0f9f75a9fa6a576a14984b,task1-2,time and date,0
427,0a13493c5f0f9f75a9fa6a576a14984b,task1-2,gmt time 24,0
428,0a13493c5f0f9f75a9fa6a576a14984b,task1-2,timedelta,1
429,0a13493c5f0f9f75a9fa6a576a14984b,task1-2,time and date in certain,1
430,0a13493c5f0f9f75a9fa6a576a14984b,task1-2,gmt,0
431,0a13493c5f0f9f75a9fa6a576a14984b,task2-2,convert text file encoding,1
432,0a13493c5f0f9f75a9fa6a576a14984b,task2-2,covert file to utf,0
433,0a13493c5f0f9f75a9fa6a576a14984b,task2-2,convert file to utf,0
434,0a13493c5f0f9f75a9fa6a576a14984b,task2-2,redirect ,0
435,0a13493c5f0f9f75a9fa6a576a14984b,task2-2,unkown encoding,0
436,0a13493c5f0f9f75a9fa6a576a14984b,task3-2,sorting a dictionary by key,0
437,0a13493c5f0f9f75a9fa6a576a14984b,task3-2,convert list to dictionary,1
438,0bd31633162f7a836160dd5b6359d29b,task1-2,get the date and time a week from now in gmt,1
439,0bd31633162f7a836160dd5b6359d29b,task1-2,get date and time in gmt,1
440,0bd31633162f7a836160dd5b6359d29b,task1-2,get time and date in gmt in `date`,1
441,0bd31633162f7a836160dd5b6359d29b,task1-2,get the current date in utc,1
442,0bd31633162f7a836160dd5b6359d29b,task1-2,get the current time in utc ,1
443,0bd31633162f7a836160dd5b6359d29b,task1-2,date from 7 days ,0
444,0bd31633162f7a836160dd5b6359d29b,task2-1,open csv file with read and write ,1
445,0bd31633162f7a836160dd5b6359d29b,task2-1,open csv file `data.csv` ,1
446,0bd31633162f7a836160dd5b6359d29b,task2-1,delete the first column in csv file `df`,0
447,0bd31633162f7a836160dd5b6359d29b,task2-1,write to csv file,1
