"","user","X1.x","category","task","use_plugin","cc","mi","lloc","halstead_difficulty","halstead_effort","X1.y","occupation","programming_experience","python_experience","task1","task2","task3","task4","task5","task6","task7","ide","other_tools","uses_plugin","task_experience","task_experience_between","task_experience_within","task_experience_btw","task_experience_wi"
"128","203a872af9b348b6ae1c59fbacd59e72",127,"task4","task4-2",0,6,56.2274922489932,29,0.5,19.0195500086539,55,"Software Engineer",4,4,5,5,4,4,1,3,2,"VS Code, Jupyter Notebook","No",FALSE,4,4.5,-0.5,4.5,-0.5
"137","e88d1e36c4db7410802b3fda6db81d38",136,"task1","task1-1",1,2,100,10,0,0,36,"IT Solution Architect",3,3,3,3,3,3,3,3,3,"VS Code, PyCharm, Jupyter Notebook","No",TRUE,3,3,0,3,0
"138","e88d1e36c4db7410802b3fda6db81d38",137,"task1","task1-2",0,1,96.8041792125935,14,0.5,2.37744375108173,36,"IT Solution Architect",3,3,3,3,3,3,3,3,3,"VS Code, PyCharm, Jupyter Notebook","No",FALSE,3,3,0,3,0
"139","e88d1e36c4db7410802b3fda6db81d38",138,"task2","task2-1",1,1,100,5,0,0,36,"IT Solution Architect",3,3,3,3,3,3,3,3,3,"VS Code, PyCharm, Jupyter Notebook","No",TRUE,3,3,0,3,0
"140","e88d1e36c4db7410802b3fda6db81d38",139,"task2","task2-2",0,9,79.3935949119126,30,3.14285714285714,458.691750158654,36,"IT Solution Architect",3,3,3,3,3,3,3,3,3,"VS Code, PyCharm, Jupyter Notebook","No",FALSE,3,3,0,3,0
"141","e88d1e36c4db7410802b3fda6db81d38",140,"task3","task3-1",1,13,83.345945446882,39,1.25,25.8496250072116,36,"IT Solution Architect",3,3,3,3,3,3,3,3,3,"VS Code, PyCharm, Jupyter Notebook","No",TRUE,3,3,0,3,0
"142","e88d1e36c4db7410802b3fda6db81d38",141,"task3","task3-2",0,7,84.4231559201587,23,1.5,88.8105532353862,36,"IT Solution Architect",3,3,3,3,3,3,3,3,3,"VS Code, PyCharm, Jupyter Notebook","No",FALSE,3,3,0,3,0
"143","e88d1e36c4db7410802b3fda6db81d38",142,"task4","task4-1",0,6,83.840865869587,22,1.25,62.2861517791381,36,"IT Solution Architect",3,3,3,3,3,3,3,3,3,"VS Code, PyCharm, Jupyter Notebook","No",FALSE,3,3,0,3,0
"144","e88d1e36c4db7410802b3fda6db81d38",143,"task4","task4-2",1,9,70.1601721504329,45,2,144,36,"IT Solution Architect",3,3,3,3,3,3,3,3,3,"VS Code, PyCharm, Jupyter Notebook","No",TRUE,3,3,0,3,0
"156","0bd31633162f7a836160dd5b6359d29b",155,"task1","task1-1",0,3,91.3923433171498,12,0.5,12.6330971492592,59,"Embedded System Engineer",5,4,5,5,5,3,3,3,3,"Vim, VS Code, Sublime Text","no",FALSE,5,5,0,5,0
"157","0bd31633162f7a836160dd5b6359d29b",156,"task1","task1-2",1,1,90.305878983458,6,1,116.692058561959,59,"Embedded System Engineer",5,4,5,5,5,3,3,3,3,"Vim, VS Code, Sublime Text","no",TRUE,5,5,0,5,0
"158","0bd31633162f7a836160dd5b6359d29b",157,"task2","task2-1",1,1,100,5,0,0,59,"Embedded System Engineer",5,4,5,5,5,3,3,3,3,"Vim, VS Code, Sublime Text","no",TRUE,5,5,0,5,0
"159","0e4f69ae91114adaaf29c8ce2c981057",158,"task1","task1-1",1,7,87.8782163455967,12,0.5,2.37744375108173,56,"Teaching Assistant",3,3,4,4,3,1,2,3,3,"VS Code, Jupyter Notebook, Notebook++, Atom, Spyder IDE","No particular tool, but I use Spyder IDE which has integrated type checking, and other features.",TRUE,4,3.5,0.5,3.5,0.5
"160","0e4f69ae91114adaaf29c8ce2c981057",159,"task1","task1-2",0,1,100,4,0.5,2.37744375108173,56,"Teaching Assistant",3,3,4,4,3,1,2,3,3,"VS Code, Jupyter Notebook, Notebook++, Atom, Spyder IDE","No particular tool, but I use Spyder IDE which has integrated type checking, and other features.",FALSE,4,3.5,0.5,3.5,0.5
"161","0e4f69ae91114adaaf29c8ce2c981057",160,"task2","task2-1",1,1,100,5,0,0,56,"Teaching Assistant",3,3,4,4,3,1,2,3,3,"VS Code, Jupyter Notebook, Notebook++, Atom, Spyder IDE","No particular tool, but I use Spyder IDE which has integrated type checking, and other features.",TRUE,4,3.5,0.5,3.5,0.5
"162","0e4f69ae91114adaaf29c8ce2c981057",161,"task2","task2-2",0,4,74.0520755620033,19,1.33333333333333,48,56,"Teaching Assistant",3,3,4,4,3,1,2,3,3,"VS Code, Jupyter Notebook, Notebook++, Atom, Spyder IDE","No particular tool, but I use Spyder IDE which has integrated type checking, and other features.",FALSE,4,3.5,0.5,3.5,0.5
"163","0e4f69ae91114adaaf29c8ce2c981057",162,"task3","task3-1",1,3,78.4171031292365,16,0.5,12.6330971492592,56,"Teaching Assistant",3,3,4,4,3,1,2,3,3,"VS Code, Jupyter Notebook, Notebook++, Atom, Spyder IDE","No particular tool, but I use Spyder IDE which has integrated type checking, and other features.",TRUE,3,3.5,-0.5,3.5,-0.5
"164","0e4f69ae91114adaaf29c8ce2c981057",163,"task3","task3-2",0,7,65.6041578453655,24,1.33333333333333,207.452548554593,56,"Teaching Assistant",3,3,4,4,3,1,2,3,3,"VS Code, Jupyter Notebook, Notebook++, Atom, Spyder IDE","No particular tool, but I use Spyder IDE which has integrated type checking, and other features.",FALSE,3,3.5,-0.5,3.5,-0.5
"165","0e4f69ae91114adaaf29c8ce2c981057",164,"task6","task6-1",1,1,72.1465889558489,24,1.5,62.2697691354714,56,"Teaching Assistant",3,3,4,4,3,1,2,3,3,"VS Code, Jupyter Notebook, Notebook++, Atom, Spyder IDE","No particular tool, but I use Spyder IDE which has integrated type checking, and other features.",TRUE,3,3.5,-0.5,3.5,-0.5
"166","0e4f69ae91114adaaf29c8ce2c981057",165,"task6","task6-2",0,2,77.1531761396223,17,0.5,12.6330971492592,56,"Teaching Assistant",3,3,4,4,3,1,2,3,3,"VS Code, Jupyter Notebook, Notebook++, Atom, Spyder IDE","No particular tool, but I use Spyder IDE which has integrated type checking, and other features.",FALSE,3,3.5,-0.5,3.5,-0.5
"167","3290155d5f39c2cece41ce216eecac62",166,"task1","task1-1",0,6,71.0800028253074,22,1.5,62.2697691354714,31,"Software Engineer",4,4,5,5,5,2,2,4,2,"VS Code, Jupyter Notebook, Sublime Text, Visual Studio 2019","Sometimes I may use the autocomplete",FALSE,5,4.75,0.25,4.75,0.25
"168","3290155d5f39c2cece41ce216eecac62",167,"task1","task1-2",1,1,100,2,0,0,31,"Software Engineer",4,4,5,5,5,2,2,4,2,"VS Code, Jupyter Notebook, Sublime Text, Visual Studio 2019","Sometimes I may use the autocomplete",TRUE,5,4.75,0.25,4.75,0.25
"169","3290155d5f39c2cece41ce216eecac62",168,"task2","task2-1",1,3,95.0775506816164,13,0.5,1,31,"Software Engineer",4,4,5,5,5,2,2,4,2,"VS Code, Jupyter Notebook, Sublime Text, Visual Studio 2019","Sometimes I may use the autocomplete",TRUE,5,4.75,0.25,4.75,0.25
"170","3290155d5f39c2cece41ce216eecac62",169,"task2","task2-2",0,3,79.2828342830623,17,0.666666666666667,8,31,"Software Engineer",4,4,5,5,5,2,2,4,2,"VS Code, Jupyter Notebook, Sublime Text, Visual Studio 2019","Sometimes I may use the autocomplete",FALSE,5,4.75,0.25,4.75,0.25
"171","3290155d5f39c2cece41ce216eecac62",170,"task3","task3-1",1,17,56.3272112727775,44,1.0952380952381,412.577046608447,31,"Software Engineer",4,4,5,5,5,2,2,4,2,"VS Code, Jupyter Notebook, Sublime Text, Visual Studio 2019","Sometimes I may use the autocomplete",TRUE,5,4.75,0.25,4.75,0.25
"172","3290155d5f39c2cece41ce216eecac62",171,"task3","task3-2",0,13,62.9561502323263,42,1,151.303762523798,31,"Software Engineer",4,4,5,5,5,2,2,4,2,"VS Code, Jupyter Notebook, Sublime Text, Visual Studio 2019","Sometimes I may use the autocomplete",FALSE,5,4.75,0.25,4.75,0.25
"173","3290155d5f39c2cece41ce216eecac62",172,"task6","task6-1",1,50,35.4725973162296,151,12.1290322580645,17485.4950387979,31,"Software Engineer",4,4,5,5,5,2,2,4,2,"VS Code, Jupyter Notebook, Sublime Text, Visual Studio 2019","Sometimes I may use the autocomplete",TRUE,4,4.75,-0.75,4.75,-0.75
"174","3290155d5f39c2cece41ce216eecac62",173,"task6","task6-2",0,2,65.1277288027106,16,1,15.5097750043269,31,"Software Engineer",4,4,5,5,5,2,2,4,2,"VS Code, Jupyter Notebook, Sublime Text, Visual Studio 2019","Sometimes I may use the autocomplete",FALSE,4,4.75,-0.75,4.75,-0.75
"183","baff2a3b41189071a80cebf6fdc239e3",182,"task1","task1-1",0,8,55.2193039185082,35,1,27,32,"Software Engineer",4,4,5,5,4,2,2,4,3,"Vim, VS Code, Jupyter Notebook, Sublime Text, Nano","No",FALSE,5,4.5,0.5,4.5,0.5
"184","baff2a3b41189071a80cebf6fdc239e3",183,"task1","task1-2",1,1,97.8685337249566,3,0.5,2.37744375108173,32,"Software Engineer",4,4,5,5,4,2,2,4,3,"Vim, VS Code, Jupyter Notebook, Sublime Text, Nano","No",TRUE,5,4.5,0.5,4.5,0.5
"185","baff2a3b41189071a80cebf6fdc239e3",184,"task2","task2-1",0,2,75.8092141254881,10,0.5,1,32,"Software Engineer",4,4,5,5,4,2,2,4,3,"Vim, VS Code, Jupyter Notebook, Sublime Text, Nano","No",FALSE,5,4.5,0.5,4.5,0.5
"186","baff2a3b41189071a80cebf6fdc239e3",185,"task2","task2-2",1,2,66.2200158978324,13,1.25,25.8496250072116,32,"Software Engineer",4,4,5,5,4,2,2,4,3,"Vim, VS Code, Jupyter Notebook, Sublime Text, Nano","No",TRUE,5,4.5,0.5,4.5,0.5
"187","baff2a3b41189071a80cebf6fdc239e3",186,"task3","task3-1",0,6,58.2420151565105,15,0.666666666666667,101.950260322646,32,"Software Engineer",4,4,5,5,4,2,2,4,3,"Vim, VS Code, Jupyter Notebook, Sublime Text, Nano","No",FALSE,4,4.5,-0.5,4.5,-0.5
"188","baff2a3b41189071a80cebf6fdc239e3",187,"task3","task3-2",1,9,49.1995417365616,36,2.16666666666667,371.150822224805,32,"Software Engineer",4,4,5,5,4,2,2,4,3,"Vim, VS Code, Jupyter Notebook, Sublime Text, Nano","No",TRUE,4,4.5,-0.5,4.5,-0.5
"189","baff2a3b41189071a80cebf6fdc239e3",188,"task6","task6-1",1,7,68.9235341693291,35,2.5,183.935827856265,32,"Software Engineer",4,4,5,5,4,2,2,4,3,"Vim, VS Code, Jupyter Notebook, Sublime Text, Nano","No",TRUE,4,4.5,-0.5,4.5,-0.5
"190","baff2a3b41189071a80cebf6fdc239e3",189,"task6","task6-2",0,2,69.9880534903668,14,0.5,2.37744375108173,32,"Software Engineer",4,4,5,5,4,2,2,4,3,"Vim, VS Code, Jupyter Notebook, Sublime Text, Nano","No",FALSE,4,4.5,-0.5,4.5,-0.5
"191","eb54774fe018001b25b8c31133f13bc9",190,"task1","task1-1",1,5,96.2025949033921,12,0.5,2.37744375108173,33,"Software Engineer",4,4,5,5,3,3,3,4,4,"Sublime Text, Notepad++","No",TRUE,5,4.5,0.5,4.5,0.5
"192","eb54774fe018001b25b8c31133f13bc9",191,"task1","task1-2",0,1,95.9897603613423,5,0.5,25.9457371397797,33,"Software Engineer",4,4,5,5,3,3,3,4,4,"Sublime Text, Notepad++","No",FALSE,5,4.5,0.5,4.5,0.5
"193","eb54774fe018001b25b8c31133f13bc9",192,"task2","task2-1",0,3,93.4921538471878,10,0.5,1,33,"Software Engineer",4,4,5,5,3,3,3,4,4,"Sublime Text, Notepad++","No",FALSE,5,4.5,0.5,4.5,0.5
"194","eb54774fe018001b25b8c31133f13bc9",193,"task2","task2-2",1,4,90.4824032423303,13,1.25,25.8496250072116,33,"Software Engineer",4,4,5,5,3,3,3,4,4,"Sublime Text, Notepad++","No",TRUE,5,4.5,0.5,4.5,0.5
"195","eb54774fe018001b25b8c31133f13bc9",194,"task6","task6-1",0,6,69.4599012892451,30,3.875,934.170669461102,33,"Software Engineer",4,4,5,5,3,3,3,4,4,"Sublime Text, Notepad++","No",FALSE,4,4.5,-0.5,4.5,-0.5
"196","eb54774fe018001b25b8c31133f13bc9",195,"task6","task6-2",1,2,94.9213380728488,9,1,39.8631371386484,33,"Software Engineer",4,4,5,5,3,3,3,4,4,"Sublime Text, Notepad++","No",TRUE,4,4.5,-0.5,4.5,-0.5
"197","eb54774fe018001b25b8c31133f13bc9",196,"task7","task7-1",0,3,93.333397291552,25,0.5,2.37744375108173,33,"Software Engineer",4,4,5,5,3,3,3,4,4,"Sublime Text, Notepad++","No",FALSE,4,4.5,-0.5,4.5,-0.5
"198","eb54774fe018001b25b8c31133f13bc9",197,"task7","task7-2",1,4,69.5180514547041,64,3.23076923076923,542.769230769231,33,"Software Engineer",4,4,5,5,3,3,3,4,4,"Sublime Text, Notepad++","No",TRUE,4,4.5,-0.5,4.5,-0.5
"199","2287fbb738654ee8436be1a74b1efab7",198,"task1","task1-1",0,5,100,17,0,0,44,"Software Engineer",4,4,4,4,4,3,4,4,3,"Vim, Sublime Text, Notepad++","No",FALSE,4,4,0,4,0
"200","2287fbb738654ee8436be1a74b1efab7",199,"task1","task1-2",1,1,100,7,0.5,2.37744375108173,44,"Software Engineer",4,4,4,4,4,3,4,4,3,"Vim, Sublime Text, Notepad++","No",TRUE,4,4,0,4,0
"201","2287fbb738654ee8436be1a74b1efab7",200,"task2","task2-1",1,3,96.1335372559181,19,0.5,2.37744375108173,44,"Software Engineer",4,4,4,4,4,3,4,4,3,"Vim, Sublime Text, Notepad++","No",TRUE,4,4,0,4,0
"202","2287fbb738654ee8436be1a74b1efab7",201,"task2","task2-2",0,3,78.3771105651744,18,0.666666666666667,8,44,"Software Engineer",4,4,4,4,4,3,4,4,3,"Vim, Sublime Text, Notepad++","No",FALSE,4,4,0,4,0
"203","2287fbb738654ee8436be1a74b1efab7",202,"task3","task3-1",1,9,74.2190911028012,30,0.620689655172414,164.465436514879,44,"Software Engineer",4,4,4,4,4,3,4,4,3,"Vim, Sublime Text, Notepad++","No",TRUE,4,4,0,4,0
"204","2287fbb738654ee8436be1a74b1efab7",203,"task3","task3-2",0,7,65.4583853586324,27,1.33333333333333,121.835357505843,44,"Software Engineer",4,4,4,4,4,3,4,4,3,"Vim, Sublime Text, Notepad++","No",FALSE,4,4,0,4,0
"205","2287fbb738654ee8436be1a74b1efab7",204,"task5","task5-1",0,1,100,7,0,0,44,"Software Engineer",4,4,4,4,4,3,4,4,3,"Vim, Sublime Text, Notepad++","No",FALSE,4,4,0,4,0
"206","2287fbb738654ee8436be1a74b1efab7",205,"task5","task5-2",1,5,67.8424150713555,20,2.24,457.038852021602,44,"Software Engineer",4,4,4,4,4,3,4,4,3,"Vim, Sublime Text, Notepad++","No",TRUE,4,4,0,4,0
"215","27570bb3cfcc304aeede0cdf6c2e2762",214,"task1","task1-1",1,3,100,15,0,0,54,"Software Engineer",4,4,5,5,3,1,1,3,3,"PyCharm, Jupyter Notebook","no",TRUE,5,4,1,4,1
"216","27570bb3cfcc304aeede0cdf6c2e2762",215,"task1","task1-2",0,1,100,5,0,0,54,"Software Engineer",4,4,5,5,3,1,1,3,3,"PyCharm, Jupyter Notebook","no",FALSE,5,4,1,4,1
"217","27570bb3cfcc304aeede0cdf6c2e2762",216,"task2","task2-1",1,3,86.6897714530051,10,1,116.692058561959,54,"Software Engineer",4,4,5,5,3,1,1,3,3,"PyCharm, Jupyter Notebook","no",TRUE,5,4,1,4,1
"218","27570bb3cfcc304aeede0cdf6c2e2762",217,"task2","task2-2",0,11,73.7877935548416,36,3,193.587975038942,54,"Software Engineer",4,4,5,5,3,1,1,3,3,"PyCharm, Jupyter Notebook","no",FALSE,5,4,1,4,1
"219","27570bb3cfcc304aeede0cdf6c2e2762",218,"task3","task3-1",1,7,71.3256802301058,34,2.66666666666667,106.301699036396,54,"Software Engineer",4,4,5,5,3,1,1,3,3,"PyCharm, Jupyter Notebook","no",TRUE,3,4,-1,4,-1
"220","27570bb3cfcc304aeede0cdf6c2e2762",219,"task3","task3-2",0,7,65.1885186290233,33,1.14285714285714,43.4732571626374,54,"Software Engineer",4,4,5,5,3,1,1,3,3,"PyCharm, Jupyter Notebook","no",FALSE,3,4,-1,4,-1
"221","27570bb3cfcc304aeede0cdf6c2e2762",220,"task6","task6-1",1,1,76.8599628159178,40,2,86.0391000173078,54,"Software Engineer",4,4,5,5,3,1,1,3,3,"PyCharm, Jupyter Notebook","no",TRUE,3,4,-1,4,-1
"222","27570bb3cfcc304aeede0cdf6c2e2762",221,"task6","task6-2",0,1,95.3707993120364,15,0.5,2.37744375108173,54,"Software Engineer",4,4,5,5,3,1,1,3,3,"PyCharm, Jupyter Notebook","no",FALSE,3,4,-1,4,-1
"223","32a93c18dfe238311ad0b9add6a071d6",222,"task1","task1-1",0,4,83.5144709338775,14,1,8,57,"Student (computer science)",4,4,5,4,2,2,2,3,3,"PyCharm","Standard plugins for Pycharm",FALSE,5,3.75,1.25,3.75,1.25
"224","32a93c18dfe238311ad0b9add6a071d6",223,"task1","task1-2",1,1,100,5,0.5,2.37744375108173,57,"Student (computer science)",4,4,5,4,2,2,2,3,3,"PyCharm","Standard plugins for Pycharm",TRUE,5,3.75,1.25,3.75,1.25
"225","32a93c18dfe238311ad0b9add6a071d6",224,"task2","task2-1",0,1,100,4,0,0,57,"Student (computer science)",4,4,5,4,2,2,2,3,3,"PyCharm","Standard plugins for Pycharm",FALSE,4,3.75,0.25,3.75,0.25
"226","32a93c18dfe238311ad0b9add6a071d6",225,"task2","task2-2",1,13,58.9030802869159,38,2.4,285.460728903409,57,"Student (computer science)",4,4,5,4,2,2,2,3,3,"PyCharm","Standard plugins for Pycharm",TRUE,4,3.75,0.25,3.75,0.25
"227","32a93c18dfe238311ad0b9add6a071d6",226,"task6","task6-1",0,1,59.1429871369435,22,2,86.0391000173078,57,"Student (computer science)",4,4,5,4,2,2,2,3,3,"PyCharm","Standard plugins for Pycharm",FALSE,3,3.75,-0.75,3.75,-0.75
"228","32a93c18dfe238311ad0b9add6a071d6",227,"task6","task6-2",1,2,66.1468050977631,21,0.5,2.37744375108173,57,"Student (computer science)",4,4,5,4,2,2,2,3,3,"PyCharm","Standard plugins for Pycharm",TRUE,3,3.75,-0.75,3.75,-0.75
"229","32a93c18dfe238311ad0b9add6a071d6",228,"task7","task7-1",0,1,100,10,0,0,57,"Student (computer science)",4,4,5,4,2,2,2,3,3,"PyCharm","Standard plugins for Pycharm",FALSE,3,3.75,-0.75,3.75,-0.75
"230","32a93c18dfe238311ad0b9add6a071d6",229,"task7","task7-2",1,3,52.4907733445322,27,2.84090909090909,526.819922114703,57,"Student (computer science)",4,4,5,4,2,2,2,3,3,"PyCharm","Standard plugins for Pycharm",TRUE,3,3.75,-0.75,3.75,-0.75
"239","844088c7077d499fa3533250ae504e7f",238,"task1","task1-1",1,4,69.7190476424135,14,0.5,2.37744375108173,16,"Student (computer science)",3,3,5,3,3,3,2,1,1,"Vim","TabNine for autocompletion",TRUE,5,3.5,1.5,3.5,1.5
"240","844088c7077d499fa3533250ae504e7f",239,"task1","task1-2",1,1,100,4,0.5,2.37744375108173,16,"Student (computer science)",3,3,5,3,3,3,2,1,1,"Vim","TabNine for autocompletion",TRUE,5,3.5,1.5,3.5,1.5
"241","844088c7077d499fa3533250ae504e7f",240,"task2","task2-1",1,3,85.4390465837271,13,1,8,16,"Student (computer science)",3,3,5,3,3,3,2,1,1,"Vim","TabNine for autocompletion",TRUE,3,3.5,-0.5,3.5,-0.5
"242","844088c7077d499fa3533250ae504e7f",241,"task2","task2-2",1,5,100,16,0,0,16,"Student (computer science)",3,3,5,3,3,3,2,1,1,"Vim","TabNine for autocompletion",TRUE,3,3.5,-0.5,3.5,-0.5
"243","844088c7077d499fa3533250ae504e7f",242,"task3","task3-1",0,4,72.3525765621761,14,0.5,1,16,"Student (computer science)",3,3,5,3,3,3,2,1,1,"Vim","TabNine for autocompletion",FALSE,3,3.5,-0.5,3.5,-0.5
"244","844088c7077d499fa3533250ae504e7f",243,"task3","task3-2",1,11,57.005680523565,21,1.2,77.435190015577,16,"Student (computer science)",3,3,5,3,3,3,2,1,1,"Vim","TabNine for autocompletion",TRUE,3,3.5,-0.5,3.5,-0.5
"245","844088c7077d499fa3533250ae504e7f",244,"task4","task4-1",0,7,63.3393748976618,18,1,15.5097750043269,16,"Student (computer science)",3,3,5,3,3,3,2,1,1,"Vim","TabNine for autocompletion",FALSE,3,3.5,-0.5,3.5,-0.5
"246","844088c7077d499fa3533250ae504e7f",245,"task4","task4-2",1,7,68.8616948893584,24,2.5,133.257422272016,16,"Student (computer science)",3,3,5,3,3,3,2,1,1,"Vim","TabNine for autocompletion",TRUE,3,3.5,-0.5,3.5,-0.5
"247","15764ad439feafda6f35578b7f6253df",246,"task1","task1-1",0,8,71.6023669820498,20,1.11111111111111,57.657193643955,50,"Student (other field)",4,4,4,3,2,3,1,4,3,"PyCharm, Jupyter Notebook","No",FALSE,4,3.5,0.5,3.5,0.5
"248","15764ad439feafda6f35578b7f6253df",247,"task1","task1-2",1,1,100,3,0,0,50,"Student (other field)",4,4,4,3,2,3,1,4,3,"PyCharm, Jupyter Notebook","No",TRUE,4,3.5,0.5,3.5,0.5
"249","15764ad439feafda6f35578b7f6253df",248,"task2","task2-1",0,1,100,6,0,0,50,"Student (other field)",4,4,4,3,2,3,1,4,3,"PyCharm, Jupyter Notebook","No",FALSE,3,3.5,-0.5,3.5,-0.5
"250","15764ad439feafda6f35578b7f6253df",249,"task2","task2-2",1,1,100,14,0,0,50,"Student (other field)",4,4,4,3,2,3,1,4,3,"PyCharm, Jupyter Notebook","No",TRUE,3,3.5,-0.5,3.5,-0.5
"251","15764ad439feafda6f35578b7f6253df",250,"task4","task4-1",0,7,68.6971080796532,27,1.6,53.901214503506,50,"Student (other field)",4,4,4,3,2,3,1,4,3,"PyCharm, Jupyter Notebook","No",FALSE,3,3.5,-0.5,3.5,-0.5
"252","15764ad439feafda6f35578b7f6253df",251,"task4","task4-2",1,2,85.5639780363779,16,1,11.6096404744368,50,"Student (other field)",4,4,4,3,2,3,1,4,3,"PyCharm, Jupyter Notebook","No",TRUE,3,3.5,-0.5,3.5,-0.5
"253","15764ad439feafda6f35578b7f6253df",252,"task6","task6-1",1,1,74.5823909994005,18,2.5,146.508397335319,50,"Student (other field)",4,4,4,3,2,3,1,4,3,"PyCharm, Jupyter Notebook","No",TRUE,4,3.5,0.5,3.5,0.5
"254","15764ad439feafda6f35578b7f6253df",253,"task6","task6-2",0,1,59.6128213345814,42,5.5,575.34138776178,50,"Student (other field)",4,4,4,3,2,3,1,4,3,"PyCharm, Jupyter Notebook","No",FALSE,4,3.5,0.5,3.5,0.5
"255","2ceafaf6a21d6cb6495038b38ab72061",254,"task1","task1-1",0,7,83.5697664361973,15,0.5,2.37744375108173,2,"Student (computer science)",4,4,5,4,4,1,1,4,3,"VS Code, PyCharm, Jupyter Notebook","No",FALSE,5,4.25,0.75,4.25,0.75
"256","2ceafaf6a21d6cb6495038b38ab72061",255,"task1","task1-2",1,1,100,4,0.5,2.37744375108173,2,"Student (computer science)",4,4,5,4,4,1,1,4,3,"VS Code, PyCharm, Jupyter Notebook","No",TRUE,5,4.25,0.75,4.25,0.75
"257","2ceafaf6a21d6cb6495038b38ab72061",256,"task2","task2-1",1,1,100,6,0.5,1,2,"Student (computer science)",4,4,5,4,4,1,1,4,3,"VS Code, PyCharm, Jupyter Notebook","No",TRUE,4,4.25,-0.25,4.25,-0.25
"258","2ceafaf6a21d6cb6495038b38ab72061",257,"task2","task2-2",1,3,81.6357864716873,14,1,15.5097750043269,2,"Student (computer science)",4,4,5,4,4,1,1,4,3,"VS Code, PyCharm, Jupyter Notebook","No",TRUE,4,4.25,-0.25,4.25,-0.25
"259","2ceafaf6a21d6cb6495038b38ab72061",258,"task3","task3-1",1,5,85.8608836352413,16,0.5,1,2,"Student (computer science)",4,4,5,4,4,1,1,4,3,"VS Code, PyCharm, Jupyter Notebook","No",TRUE,4,4.25,-0.25,4.25,-0.25
"260","2ceafaf6a21d6cb6495038b38ab72061",259,"task3","task3-2",1,4,79.663435005848,16,0.5,6.96578428466209,2,"Student (computer science)",4,4,5,4,4,1,1,4,3,"VS Code, PyCharm, Jupyter Notebook","No",TRUE,4,4.25,-0.25,4.25,-0.25
"261","2ceafaf6a21d6cb6495038b38ab72061",260,"task6","task6-1",1,14,59.1926293316267,46,3.07692307692308,307.932923183432,2,"Student (computer science)",4,4,5,4,4,1,1,4,3,"VS Code, PyCharm, Jupyter Notebook","No",TRUE,4,4.25,-0.25,4.25,-0.25
"262","2ceafaf6a21d6cb6495038b38ab72061",261,"task6","task6-2",1,3,100,22,0,0,2,"Student (computer science)",4,4,5,4,4,1,1,4,3,"VS Code, PyCharm, Jupyter Notebook","No",TRUE,4,4.25,-0.25,4.25,-0.25
"266","138ca13c6ba8814e8e4aea9853d66b69",265,"task1","task1-1",1,8,94.5056036041105,21,0.5,2.37744375108173,5,"Student (computer science)",4,4,4,4,3,2,1,3,3,"Atom","Linting",TRUE,4,4,0,4,0
"267","138ca13c6ba8814e8e4aea9853d66b69",266,"task1","task1-2",0,1,100,3,0,0,5,"Student (computer science)",4,4,4,4,3,2,1,3,3,"Atom","Linting",FALSE,4,4,0,4,0
"268","138ca13c6ba8814e8e4aea9853d66b69",267,"task2","task2-1",0,2,96.6839412498425,12,0.5,1,5,"Student (computer science)",4,4,4,4,3,2,1,3,3,"Atom","Linting",FALSE,4,4,0,4,0
"269","138ca13c6ba8814e8e4aea9853d66b69",268,"task2","task2-2",1,6,79.8887791423994,19,2.4,164.477732632888,5,"Student (computer science)",4,4,4,4,3,2,1,3,3,"Atom","Linting",TRUE,4,4,0,4,0
"270","67e86a0cb1f9b6cae0e8d6c4b24711de",269,"task1","task1-1",0,4,81.1790684549755,12,1,39.8631371386484,13,"Student (computer science)",5,5,5,5,5,3,4,5,5,"Vim, VS Code","no",FALSE,5,5,0,5,0
"271","67e86a0cb1f9b6cae0e8d6c4b24711de",270,"task1","task1-2",1,1,100,5,0,0,13,"Student (computer science)",5,5,5,5,5,3,4,5,5,"Vim, VS Code","no",TRUE,5,5,0,5,0
"272","67e86a0cb1f9b6cae0e8d6c4b24711de",271,"task2","task2-1",0,3,87.2411562557836,11,1,11.6096404744368,13,"Student (computer science)",5,5,5,5,5,3,4,5,5,"Vim, VS Code","no",FALSE,5,5,0,5,0
"273","67e86a0cb1f9b6cae0e8d6c4b24711de",272,"task2","task2-2",1,7,58.7701458373694,20,2.25,112.926318772716,13,"Student (computer science)",5,5,5,5,5,3,4,5,5,"Vim, VS Code","no",TRUE,5,5,0,5,0
"274","67e86a0cb1f9b6cae0e8d6c4b24711de",273,"task3","task3-1",0,4,100,11,0,0,13,"Student (computer science)",5,5,5,5,5,3,4,5,5,"Vim, VS Code","no",FALSE,5,5,0,5,0
"275","67e86a0cb1f9b6cae0e8d6c4b24711de",274,"task3","task3-2",1,9,69.8168099372217,26,1.5,36,13,"Student (computer science)",5,5,5,5,5,3,4,5,5,"Vim, VS Code","no",TRUE,5,5,0,5,0
"276","67e86a0cb1f9b6cae0e8d6c4b24711de",275,"task6","task6-1",0,2,66.8556231063474,27,2.72727272727273,196.363636363636,13,"Student (computer science)",5,5,5,5,5,3,4,5,5,"Vim, VS Code","no",FALSE,5,5,0,5,0
"277","67e86a0cb1f9b6cae0e8d6c4b24711de",276,"task6","task6-2",1,3,73.3586399691298,22,1.8,48.6,13,"Student (computer science)",5,5,5,5,5,3,4,5,5,"Vim, VS Code","no",TRUE,5,5,0,5,0
